States/UTs,District,Constituency,Year,Murder,Culpable Homicide,Rape,Kidnapping & Abduction,Dacoity,Robbery,Criminal Trespass/Burglary,Theft,Unlawful Assembly,Riots,Criminal Breach of Trust,Cheating,Forgery,Counterfeiting,Arson,Grievous Hurt,Acid attack,Dowry Deaths,Sexual Harassment,Cruelty,Causing Death by Negligence,Extortion,Incidence of Rash Driving,HumanTrafficking,Unnatural Offence,Other IPC crimes,Total crimes against SCs,Voyeurism,Stalking,Abetment of Suicides of Women,Immoral Traffic Prevention Act,Total_Count
Andhra Pradesh,Anantapur,Uravakonda,2019,24,64,16,0,12,18,13,20,0,21,16,21,0,24,24,0,25,10,12,40,28,0,19,35,17,15,5,0,40,3,0,522
Andhra Pradesh,Anantapur,Guntakal,2019,37,2,35,38,34,6,3,16,51,0,29,17,11,11,20,31,37,19,26,16,34,10,2,23,87,9,8,20,12,4,0,648
Andhra Pradesh,Anantapur,Tadipatri,2019,11,19,29,21,41,1,14,13,15,5,7,19,14,8,0,42,18,0,0,8,21,0,2,46,28,0,1,14,0,16,1,414
Andhra Pradesh,Anantapur,Singanamala,2019,17,29,56,49,13,4,18,19,33,19,57,38,23,14,0,54,8,6,3,12,9,31,22,81,49,2,26,0,0,10,6,708
Andhra Pradesh,Anantapur,Anantapur Urban,2019,98,52,132,24,16,0,27,21,0,35,19,28,15,35,5,58,15,7,29,0,17,20,11,32,0,12,5,21,26,15,8,783
Andhra Pradesh,Anantapur,Kalyandurg,2019,110,56,11,96,33,8,45,5,40,11,22,31,11,23,2,9,21,14,0,32,11,18,29,0,41,32,23,11,9,7,2,763
Andhra Pradesh,Anantapur,Raptadu,2019,45,84,45,35,18,19,51,21,12,20,34,0,38,41,0,4,19,11,24,0,16,24,39,8,10,12,19,16,5,4,5,679
Andhra Pradesh,Anantapur,Madakasira,2019,71,91,59,45,34,30,63,0,29,0,0,8,10,10,6,11,0,0,31,20,21,33,31,15,0,18,28,17,20,13,2,716
Andhra Pradesh,Anantapur,Hindupur,2019,63,31,20,22,28,41,11,35,38,15,13,4,14,16,0,3,32,23,9,2,0,0,42,20,0,31,11,21,3,24,3,575
Andhra Pradesh,Anantapur,Penukonda,2019,78,26,48,52,21,53,37,41,28,41,31,34,29,32,22,49,39,38,55,38,31,19,24,17,18,102,25,16,9,19,10,1082
Andhra Pradesh,Anantapur,Puttaparthi,2019,34,1,25,24,4,13,10,26,11,5,4,21,0,10,3,10,0,18,41,1,2,5,7,4,1,75,48,3,18,2,13,439
Andhra Pradesh,Anantapur,Dharmavaram,2019,20,5,5,19,15,21,7,34,9,20,3,17,16,9,0,17,7,7,50,0,8,7,0,11,6,57,63,0,0,0,0,433
Andhra Pradesh,Anantapur,Kadiri,2019,64,9,20,31,0,19,0,0,3,13,9,9,40,15,4,9,15,24,37,3,1,0,9,10,7,51,60,14,0,11,0,487
Andhra Pradesh,Chittoor,Thamballapalle,2019,10,0,16,0,10,27,6,40,0,19,0,29,3,4,0,0,12,16,0,4,3,9,6,16,5,58,49,0,2,0,7,351
Andhra Pradesh,Chittoor,Pileru,2019,17,5,13,20,2,9,11,15,4,14,8,2,7,3,3,13,1,3,15,5,11,3,1,2,3,24,31,5,6,3,2,261
Andhra Pradesh,Chittoor,Madanapalle,2019,21,4,19,15,7,39,25,32,0,17,43,31,21,9,0,11,5,16,24,8,35,1,0,24,17,67,42,14,20,15,8,590
Andhra Pradesh,Chittoor,Punganur,2019,18,0,21,30,41,52,61,7,24,29,0,39,41,56,5,2,17,33,87,44,11,0,19,47,0,32,27,15,33,47,12,850
Andhra Pradesh,Chittoor,Chandragiri,2019,32,17,28,17,18,24,34,13,21,0,14,20,18,21,14,9,15,0,38,17,5,21,21,8,20,57,68,12,4,11,8,605
Andhra Pradesh,Chittoor,Tirupati,2019,187,46,199,32,26,9,48,109,57,11,17,15,29,0,0,27,38,49,51,19,24,15,0,40,9,158,176,16,20,8,14,1449
Andhra Pradesh,Chittoor,Srikalahasti,2019,75,12,35,41,12,11,8,98,29,102,74,34,21,16,0,247,19,28,40,2,8,0,12,24,19,7,24,3,2,0,10,1013
Andhra Pradesh,Chittoor,Sathyavedu,2019,47,19,52,19,21,16,21,11,21,30,9,21,5,29,0,56,24,0,0,0,19,0,27,0,0,45,59,11,28,17,24,631
Andhra Pradesh,Chittoor,Nagari,2019,34,12,45,11,0,29,17,19,25,17,11,29,17,9,28,5,35,19,11,20,27,8,18,5,48,46,51,21,9,12,0,638
Andhra Pradesh,Chittoor,Gangadhara Nellore,2019,30,11,48,24,5,7,19,21,19,29,15,19,15,20,7,0,21,5,23,20,14,10,0,13,19,0,0,0,19,0,7,440
Andhra Pradesh,Chittoor,Chittoor,2019,176,40,189,37,19,57,38,106,29,8,0,45,27,18,0,113,18,3,11,5,0,25,20,8,30,138,157,24,12,16,5,1374
Andhra Pradesh,Chittoor,Puthalapattu,2019,54,12,60,11,27,11,9,40,0,28,30,0,4,13,21,27,0,19,6,20,18,27,17,12,0,36,23,5,11,7,0,548
Andhra Pradesh,Chittoor,Palamaner,2019,17,5,15,17,2,9,11,15,4,14,0,2,7,3,3,13,3,2,18,5,11,3,1,2,3,46,0,5,4,3,2,245
Andhra Pradesh,Chittoor,Kuppam,2019,8,1,3,3,0,2,6,10,0,8,2,2,3,0,0,5,2,2,9,1,3,2,2,0,0,15,10,0,0,0,0,99
Arunachal Pradesh,Tawang,Lumla,2019,17,10,31,23,3,1,2,4,13,0,0,0,8,9,12,0,2,8,20,15,6,7,4,3,10,1,7,5,3,2,6,232
Arunachal Pradesh,Tawang,Tawang,2019,18,30,51,30,3,12,23,38,16,3,15,1,11,12,9,12,18,16,42,39,1,4,22,6,3,37,1,2,7,5,16,503
Arunachal Pradesh,Tawang,Mukto,2019,11,10,5,2,4,0,1,5,8,10,12,9,10,8,15,0,1,1,2,23,5,1,10,8,4,15,30,7,6,6,20,249
Arunachal Pradesh,West Kameng,Dirang,2019,77,23,55,15,25,16,13,39,25,35,6,17,11,11,14,26,3,11,37,28,12,14,6,3,12,32,29,7,13,1,12,628
Arunachal Pradesh,West Kameng,Kalaktang,2019,1,6,19,45,3,9,12,42,29,19,7,3,12,15,12,36,16,20,53,36,6,6,8,5,19,17,14,2,1,0,4,477
Arunachal Pradesh,West Kameng,Thrizino-Buragaon,2019,9,10,64,62,20,32,8,37,18,32,5,5,19,11,1,22,20,20,46,29,7,12,4,7,6,8,27,14,12,7,15,589
Arunachal Pradesh,West Kameng,Bomdila,2019,105,7,10,10,21,14,11,9,5,20,8,13,15,15,15,40,13,17,54,36,2,2,1,12,15,6,13,1,10,10,17,527
Arunachal Pradesh,East Kameng,Bameng,2019,61,9,12,12,8,11,10,56,19,33,14,8,5,4,13,2,6,12,58,37,15,0,5,1,0,14,23,13,3,6,2,472
Arunachal Pradesh,East Kameng,Chayangtajo,2019,48,7,64,44,5,26,9,6,10,0,6,0,1,10,12,11,0,0,58,13,9,12,8,13,13,0,12,14,2,1,18,432
Arunachal Pradesh,East Kameng,Seppa East,2019,120,30,70,42,0,22,3,51,17,34,13,10,12,11,8,7,17,9,54,30,2,4,19,8,18,6,15,17,3,3,12,667
Arunachal Pradesh,East Kameng,Seppa West,2019,80,28,60,40,1,36,24,0,24,24,19,18,20,3,10,17,12,5,13,36,15,14,24,0,7,40,14,18,13,4,11,630
Arunachal Pradesh,Pakke-Kessang,Pakke-Kessang,2019,64,28,66,0,19,29,17,42,13,33,19,5,21,0,15,14,9,13,68,40,1,3,13,0,10,21,3,17,5,9,4,601
Arunachal Pradesh,Papum Pare,Itanagar,2019,209,33,91,44,19,0,23,78,25,5,11,3,25,22,11,98,6,19,78,34,13,14,25,14,1,68,11,0,1,15,19,1015
Arunachal Pradesh,Papum Pare,Doimukh,2019,50,6,49,49,5,32,23,4,16,13,9,20,22,1,11,20,1,8,32,19,6,3,6,8,7,38,7,18,1,1,4,489
Arunachal Pradesh,Papum Pare,Sagalee,2019,186,8,54,48,25,3,6,20,9,27,3,1,24,12,12,5,7,17,40,43,3,15,9,3,15,12,25,18,9,3,13,675
Arunachal Pradesh,Lower Subansiri,Yachuli,2019,110,7,66,25,4,13,25,36,20,15,7,19,2,4,10,8,13,1,44,43,2,15,8,0,17,22,0,0,13,7,5,561
Arunachal Pradesh,Lower Subansiri,Ziro-Hapoli,2019,62,5,44,21,1,28,16,46,20,29,15,19,24,14,1,34,18,15,66,13,0,14,16,0,14,4,5,1,14,8,7,574
Arunachal Pradesh,Kra-Daadi,Palin,2019,69,30,46,30,2,19,3,22,3,14,9,12,7,3,6,2,1,15,60,42,10,4,16,13,14,36,18,9,10,9,11,545
Arunachal Pradesh,Kurung Kumey,Nyapin,2019,167,29,83,19,14,30,10,55,2,28,20,15,16,11,15,53,19,14,52,49,13,7,3,14,5,13,14,13,3,4,11,801
Arunachal Pradesh,Kra-Daadi,Tali,2019,45,5,43,34,5,18,15,9,5,23,14,16,16,0,2,35,14,12,57,2,0,7,8,4,19,30,16,2,3,5,9,473
Arunachal Pradesh,Kurung Kumey,Koloriang,2019,30,9,7,36,19,12,12,18,23,34,15,1,8,1,10,7,5,2,20,17,7,0,9,4,3,6,20,11,6,5,12,369
Arunachal Pradesh,Upper Subansiri,Nacho,2019,83,19,45,80,21,5,23,34,5,6,6,16,5,7,13,8,1,2,35,43,5,6,4,6,2,12,6,0,11,7,14,530
Arunachal Pradesh,Upper Subansiri,Taliha,2019,3,25,61,56,12,8,16,36,25,23,6,15,5,1,1,12,14,1,17,42,6,8,5,14,7,2,9,18,7,1,10,466
Arunachal Pradesh,Upper Subansiri,Daporijo,2019,65,14,27,40,25,32,6,45,10,28,14,7,2,14,5,19,3,12,53,36,10,15,9,12,11,1,23,5,14,0,3,560
Arunachal Pradesh,Kamle,Raga,2019,87,20,8,23,3,28,16,49,0,5,18,7,0,7,13,26,17,17,47,12,3,11,16,1,6,26,24,14,0,8,5,517
Arunachal Pradesh,Upper Subansiri,Dumporijo,2019,64,19,10,8,12,25,6,34,28,1,19,20,25,4,12,3,2,15,48,20,3,11,20,14,18,29,18,3,7,7,18,523
Arunachal Pradesh,West Siang,Liromoba,2019,22,25,17,35,7,9,3,36,10,6,2,4,8,11,4,8,16,1,59,39,13,4,17,12,13,5,20,11,4,0,13,434
Arunachal Pradesh,Lower Siang,Likabali,2019,57,21,5,38,9,9,23,7,11,6,18,6,3,5,9,35,20,7,57,6,2,13,1,11,12,29,8,7,10,1,3,449
Arunachal Pradesh,Lepa Rada,Basar,2019,93,8,27,40,11,23,24,6,26,29,2,5,24,15,10,2,0,1,49,39,7,10,20,5,16,27,23,9,5,10,16,582
Arunachal Pradesh,West Siang,Along West,2019,156,45,82,80,19,20,6,63,1,0,14,7,2,10,7,58,17,15,49,6,14,8,13,9,17,43,1,19,3,5,12,801
Arunachal Pradesh,West Siang,Along East,2019,144,13,87,62,12,4,21,88,8,15,5,8,3,3,11,69,13,0,78,1,14,10,7,20,15,9,58,19,3,11,14,825
Arunachal Pradesh,Siang district,Rumgong,2019,69,19,11,80,21,28,6,20,3,19,6,13,5,15,5,2,17,5,28,46,6,10,10,0,9,35,29,3,5,10,0,535
Arunachal Pradesh,Shi Yomi,Mechuka,2019,70,18,2,53,18,20,8,34,15,3,15,11,12,8,15,14,6,13,4,20,13,12,11,0,0,24,17,14,7,0,10,467
Arunachal Pradesh,Upper Siang,Tuting-Yingkiong,2019,93,17,13,34,7,6,24,24,2,24,0,13,10,3,10,37,15,8,42,20,11,0,24,9,16,40,3,9,15,4,10,543
Arunachal Pradesh,Siang district,Pangin,2019,82,24,55,53,21,13,16,44,27,12,2,10,16,9,12,13,9,10,8,10,5,11,11,11,1,3,5,8,15,1,18,535
Arunachal Pradesh,Lower Siang,Nari-Koyu,2019,32,12,1,80,18,6,13,10,3,10,15,8,3,12,4,6,4,8,15,36,4,9,3,1,14,40,9,16,14,1,15,422
Arunachal Pradesh,East Siang,Pasighat West,2019,89,16,84,79,6,29,21,67,4,22,8,11,19,8,14,45,0,16,65,26,3,15,17,9,11,48,22,27,16,10,7,814
Arunachal Pradesh,East Siang,Pasighat East,2019,11,16,25,68,6,26,5,12,23,27,11,0,2,4,13,14,16,18,61,36,4,12,10,12,13,11,23,2,6,10,17,514
Arunachal Pradesh,East Siang,Mebo,2019,115,10,30,59,19,26,16,26,24,19,13,2,24,8,6,34,15,18,67,16,4,1,23,11,5,14,6,6,13,2,2,634
Arunachal Pradesh,Upper Siang,Mariyang-Geku,2019,76,30,16,63,7,39,24,3,30,31,5,2,7,14,10,40,17,2,59,23,15,11,2,10,9,23,15,0,9,4,0,596
Arunachal Pradesh,Dibang Valley,Anini,2019,68,27,16,41,16,6,7,25,17,26,6,11,0,2,13,7,20,13,15,13,2,10,23,13,8,33,2,7,0,1,19,467
Arunachal Pradesh,Lower Dibang Valley,Dambuk,2019,72,16,5,7,2,0,14,15,12,15,5,11,5,6,3,10,15,19,6,4,2,13,1,9,0,1,0,4,4,0,8,284
Arunachal Pradesh,Lower Dibang Valley,Roing,2019,55,15,13,1,2,1,0,9,5,8,14,6,7,11,11,12,0,3,16,14,2,4,5,7,8,5,5,0,9,7,0,255
Arunachal Pradesh,Lohit,Tezu,2019,210,21,91,79,7,38,3,77,11,24,2,10,4,8,9,45,1,8,57,29,9,15,4,3,14,66,7,10,13,0,3,878
Arunachal Pradesh,Anjaw,Hayuliang,2019,86,14,34,34,24,36,19,58,2,4,8,16,1,12,0,13,19,3,47,0,12,9,19,9,18,15,7,1,10,9,6,545
Arunachal Pradesh,Namsai,Chowkham,2019,74,29,8,11,17,27,17,17,28,11,20,8,22,3,3,21,19,5,66,7,7,11,1,15,1,30,18,18,8,1,19,542
Arunachal Pradesh,Namsai,Namsai,2019,114,0,45,49,10,14,16,4,21,30,15,10,7,4,15,8,10,3,56,7,5,11,6,5,12,27,13,8,11,1,0,537
Arunachal Pradesh,Namsai,Lekang,2019,21,22,19,5,0,30,25,16,9,6,9,9,11,0,14,4,14,11,39,30,10,6,23,7,7,35,11,6,8,5,2,414
Arunachal Pradesh,Changlang,Bordumsa-Diyun,2019,42,2,4,63,12,6,3,0,8,4,12,9,8,3,6,28,2,6,26,41,3,1,7,2,19,4,27,11,15,4,13,391
Arunachal Pradesh,Changlang,Miao,2019,120,29,44,42,19,16,21,24,4,16,3,2,5,1,9,21,11,0,28,4,1,10,14,13,8,31,25,15,11,8,13,568
Arunachal Pradesh,Changlang,Nampong,2019,39,9,20,5,18,19,20,59,8,33,12,15,16,11,6,36,13,17,30,48,13,12,2,2,8,0,4,4,14,9,9,511
Arunachal Pradesh,Changlang,Changlang South,2019,156,20,78,12,19,5,25,81,13,33,12,19,19,18,14,64,11,21,66,0,10,2,6,15,15,55,18,0,9,11,8,835
Arunachal Pradesh,Changlang,Changlang North,2019,90,14,57,5,22,27,9,32,14,13,7,14,11,8,14,0,8,6,25,15,7,10,2,0,12,24,9,16,12,9,2,494
Arunachal Pradesh,Tirap,Namsang,2019,46,4,27,19,21,37,9,23,2,22,4,19,22,11,9,13,16,17,15,36,0,4,18,12,18,32,8,3,8,4,7,486
Arunachal Pradesh,Tirap,Khonsa East,2019,155,19,54,21,22,30,3,67,29,33,17,8,6,8,4,58,15,18,47,18,11,18,29,0,17,45,4,20,14,9,2,801
Arunachal Pradesh,Tirap,Khonsa West,2019,64,5,6,26,1,6,11,40,1,23,10,18,8,9,5,3,9,10,69,42,14,10,23,1,3,29,11,18,2,7,6,490
Arunachal Pradesh,Tirap,Borduria-Bogapani,2019,20,13,54,37,2,34,19,59,20,13,4,2,13,0,15,17,20,4,44,10,14,5,24,5,15,18,16,0,7,7,17,528
Arunachal Pradesh,Longding,Kanubari,2019,56,18,31,17,4,39,14,41,17,0,4,15,16,5,7,33,19,19,17,9,4,13,12,14,19,1,22,16,15,6,10,513
Arunachal Pradesh,Longding,Longding-Pumao,2019,102,22,48,25,14,27,3,49,6,27,16,14,24,7,15,31,15,0,10,47,3,9,19,12,12,17,28,15,14,6,2,639
Arunachal Pradesh,Longding,Pongchau-Wakka,2019,43,5,69,1,10,35,7,9,8,20,3,20,15,8,10,24,11,14,41,29,4,15,22,11,20,19,8,10,7,1,17,516
Assam,Karimaganj,Ratabari,2019,13,13,22,2,8,15,4,75,15,36,9,12,11,13,0,45,6,16,64,16,13,4,27,4,7,53,2,1,11,2,1,520
Assam,Karimaganj,Patharkandi,2019,37,9,51,73,9,44,23,17,5,5,14,11,24,11,8,40,0,19,55,40,14,13,21,1,2,2,29,5,12,1,6,601
Assam,Karimaganj,Karimganj North,2019,52,22,4,56,20,42,8,33,0,41,16,1,30,6,0,35,15,20,22,12,28,10,28,13,5,6,15,24,7,14,3,588
Assam,Karimaganj,Karimganj South,2019,39,21,48,90,13,11,17,23,18,8,22,19,24,17,0,38,3,22,92,24,29,14,27,13,11,64,33,19,5,6,14,784
Assam,Karimaganj,Badarpur,2019,13,7,40,72,7,26,5,44,6,29,23,8,28,1,1,58,4,25,80,20,16,2,28,20,14,60,35,16,5,0,3,696
Assam,Hailakandi,Hailakandi,2019,1,24,51,26,9,28,23,25,4,14,14,10,17,17,14,52,19,2,99,36,24,15,6,0,8,55,30,30,11,7,4,675
Assam,Hailakandi,Katlicherra,2019,17,19,76,5,17,6,8,32,19,6,6,3,0,2,6,52,19,2,2,8,9,5,17,13,12,68,40,10,4,11,6,500
Assam,Hailakandi,Algapur,2019,9,10,8,76,2,30,22,66,9,11,6,16,7,16,11,30,11,24,25,4,22,4,0,17,5,38,22,17,14,2,6,540
Assam,Cachar,Silchar,2019,141,19,66,46,2,41,15,78,19,46,20,12,2,12,0,79,14,10,60,36,24,11,16,2,8,59,26,14,0,12,5,895
Assam,Cachar,Sonai,2019,33,15,28,84,35,21,2,33,2,49,3,6,11,12,12,27,17,18,15,12,8,5,6,10,6,14,11,25,8,5,4,537
Assam,Cachar,Dholai,2019,5,17,16,65,16,37,13,35,6,8,2,17,8,1,3,31,20,9,31,30,2,8,21,2,1,5,29,7,0,1,8,454
Assam,Cachar,Udharbond,2019,22,19,57,9,21,2,4,2,9,5,13,16,25,0,14,41,10,6,27,12,7,9,26,12,10,0,38,1,12,5,12,446
Assam,Cachar,Lakhipur,2019,3,19,24,53,8,45,9,20,12,9,6,18,23,11,8,23,8,24,21,32,10,9,27,15,8,70,4,24,15,12,19,589
Assam,Cachar,Barkhola,2019,40,4,50,59,13,41,21,34,3,54,10,14,8,17,10,39,3,15,67,28,5,5,22,9,8,29,4,13,0,4,3,632
Assam,Cachar,Katigorah,2019,39,12,68,15,20,29,12,37,17,42,2,15,28,0,0,25,12,2,49,1,23,8,30,15,9,1,25,3,5,3,17,564
Assam,Dima Hasao,Haflong,2019,30,14,22,10,2,3,7,21,0,7,12,1,1,4,5,16,2,0,21,3,4,2,6,11,2,19,1,3,0,5,4,238
Assam,Karbi Anglong,Bokajan,2019,12,5,17,79,11,28,20,76,11,34,14,13,3,1,13,21,15,14,16,37,26,3,22,18,15,58,25,24,9,8,20,668
Assam,Karbi Anglong,Howraghat,2019,32,15,12,46,23,2,16,60,20,17,5,3,3,8,9,5,16,22,64,31,24,6,28,16,11,42,40,16,0,13,6,611
Assam,Karbi Anglong,Diphu,2019,30,10,68,54,3,30,23,23,1,0,21,6,17,2,7,42,1,5,67,14,3,3,7,19,10,46,2,4,7,6,3,534
Assam,West Karbi Anglong,Baithalangso,2019,31,17,73,38,33,25,18,33,14,42,13,18,12,9,1,14,14,21,4,40,14,10,27,11,11,10,33,17,5,1,5,614
Assam,South Salmara Mankachar,Mankachar,2019,27,9,27,85,20,40,10,78,20,38,8,12,8,14,14,52,19,21,96,20,5,14,5,5,9,60,18,21,8,12,5,780
Assam,South Salmara Mankachar,Salmara South,2019,45,11,59,56,7,0,14,73,19,51,17,3,23,19,9,44,10,1,77,26,6,11,11,17,5,31,21,25,11,2,15,719
Assam,Dhubri,Dhubri,2019,123,40,98,83,26,18,11,68,18,27,17,12,16,3,13,59,11,14,75,7,10,11,26,9,5,55,34,12,14,12,6,933
Assam,Dhubri,Gauripur,2019,8,1,28,79,19,39,19,36,3,39,1,20,23,11,7,57,8,2,83,8,22,14,9,2,10,50,35,29,1,15,17,695
Assam,Dhubri,Golakganj,2019,35,19,77,16,34,41,8,79,15,46,15,0,11,5,11,32,8,2,83,29,12,6,8,14,13,5,10,26,8,10,20,698
Assam,Dhubri,Bilasipara West,2019,42,3,20,53,17,12,24,11,7,33,21,6,12,15,7,33,17,11,14,20,10,8,23,8,14,13,12,6,1,0,3,476
Assam,Dhubri,Bilasipara East,2019,52,20,42,75,31,28,1,66,1,45,9,19,18,14,12,59,16,6,9,35,21,5,21,17,5,15,18,4,6,9,20,699
Assam,Kokrajhar,Gossaigaon,2019,26,16,78,72,19,3,13,65,4,40,20,20,14,6,11,54,9,14,74,2,19,4,9,19,14,57,5,8,7,6,2,710
Assam,Kokrajhar,Kokrajhar West,2019,14,10,31,90,4,0,9,47,18,5,20,8,23,10,0,58,18,16,99,15,11,6,21,14,8,61,25,8,6,11,18,684
Assam,Kokrajhar,Kokrajhar East,2019,54,11,44,48,33,14,12,45,3,14,23,13,2,2,8,57,5,20,32,27,17,2,12,14,8,34,39,5,3,13,14,628
Assam,Chirang,Sidli,2019,5,22,40,32,26,13,16,26,15,16,5,13,19,14,4,36,1,9,50,23,10,0,29,10,4,33,12,15,10,2,6,516
Assam,Bongaigaon,Bongaigaon,2019,48,4,46,78,24,41,12,36,10,53,21,1,16,7,2,53,16,7,39,8,8,0,10,20,2,53,8,22,12,0,9,666
Assam,Chirang,Bijni,2019,34,9,15,12,6,17,5,3,0,0,7,3,14,14,1,28,20,13,27,4,1,4,0,4,1,31,12,2,6,1,0,294
Assam,Bongaigaon,Abhayapuri North,2019,3,22,15,84,32,40,3,54,17,6,10,4,29,4,2,20,12,15,60,8,27,9,28,14,3,28,35,25,14,14,10,647
Assam,Bongaigaon,Abhayapuri South,2019,53,22,6,73,20,42,20,54,5,47,12,11,16,15,14,7,8,0,97,38,6,8,6,2,13,30,31,8,6,5,16,691
Assam,Goalpara,Dudhnai,2019,28,19,68,75,35,9,2,51,11,51,22,11,12,8,15,29,8,15,91,6,24,3,26,1,4,13,28,22,9,1,12,709
Assam,Goalpara,Goalpara East,2019,44,16,68,32,0,45,23,63,1,10,22,16,20,13,2,28,10,2,98,17,30,12,25,17,13,3,33,11,14,9,8,705
Assam,Goalpara,Goalpara West,2019,39,16,42,34,8,42,13,19,16,47,17,19,20,16,13,13,0,25,84,5,17,1,12,1,7,10,40,7,7,14,6,610
Assam,Goalpara,Jaleswar,2019,35,20,76,9,25,0,4,74,12,31,23,6,0,5,10,39,6,25,31,19,17,11,20,4,11,56,28,18,15,0,1,631
Assam,Barpeta,Sorbhog,2019,59,1,51,26,32,2,16,51,15,16,23,6,30,17,3,39,4,14,94,1,11,1,21,16,0,65,18,2,12,14,16,676
Assam,Bajali,Bhabanipur,2019,28,3,44,74,8,31,5,12,18,28,3,17,30,18,5,17,0,25,3,18,6,0,2,0,3,39,30,29,12,10,9,527
Assam,Bajali,Patacharkuchi,2019,60,1,36,87,13,9,13,29,3,47,10,15,0,2,14,18,11,3,74,25,29,6,0,13,13,56,2,26,10,9,20,654
Assam,Barpeta,Barpeta,2019,140,13,86,36,29,37,14,68,19,8,20,12,28,10,7,58,11,3,64,16,18,14,15,5,9,65,4,30,6,7,17,869
Assam,Barpeta,Jania,2019,0,2,4,86,17,35,4,25,6,16,8,13,28,10,15,57,18,0,9,16,30,4,2,12,2,65,32,30,9,8,9,572
Assam,Barpeta,Baghbar,2019,5,22,14,79,12,15,13,4,20,35,6,0,14,16,15,19,15,1,0,21,30,14,7,7,10,70,21,20,9,8,4,526
Assam,Barpeta,Sarukhetri,2019,27,19,11,64,7,28,4,28,7,39,3,11,16,15,12,1,5,19,61,17,0,12,14,6,10,57,35,30,11,12,1,582
Assam,Barpeta,Chenga,2019,50,19,75,37,8,33,14,18,9,36,17,17,11,6,14,26,7,9,65,23,13,13,5,0,3,25,27,8,0,15,18,621
Assam,Kamrup,Boko,2019,23,22,77,17,3,9,4,56,14,29,1,20,18,16,2,36,18,7,82,25,25,5,19,17,0,30,26,21,9,9,14,654
Assam,Kamrup,Chaygaon,2019,22,12,27,53,3,44,20,52,20,39,1,17,4,8,4,54,11,22,5,12,4,11,4,9,15,52,7,28,10,5,3,578
Assam,Kamrup,Palasbari,2019,39,7,50,69,3,25,4,37,1,3,19,6,21,7,2,3,20,6,41,33,10,3,6,0,11,59,17,22,0,1,1,526
Assam,Kamrup Metro,Jalukbari,2019,42,1,14,23,7,38,19,20,12,11,9,13,11,16,6,60,6,0,48,36,16,1,20,16,4,66,11,19,11,10,11,577
Assam,Kamrup Metro,Dispur,2019,20,10,18,79,26,4,1,4,9,31,9,12,23,11,10,0,3,0,9,33,11,5,1,18,9,47,36,16,0,7,15,477
Assam,Kamrup Metro,Gauhati East,2019,39,12,19,10,27,43,4,29,3,49,2,7,27,13,13,55,3,12,21,10,22,3,27,12,7,13,37,0,5,14,11,549
Assam,Kamrup Metro,Gauhati West,2019,45,15,18,13,1,45,3,75,14,22,2,17,22,2,12,9,10,15,46,14,5,9,8,20,4,40,32,12,5,6,14,555
Assam,Kamrup,Hajo,2019,3,11,53,55,35,23,3,78,0,11,5,1,25,11,4,7,2,3,29,1,1,6,28,12,12,39,28,10,0,10,4,510
Assam,Kamrup,Kamalpur,2019,14,15,40,71,4,22,2,8,16,48,16,12,22,19,0,4,17,18,54,24,26,0,15,11,6,6,27,11,10,13,2,553
Assam,Kamrup,Rangiya,2019,30,11,64,41,34,2,1,79,9,18,2,7,3,20,1,43,20,19,28,30,25,9,27,15,14,41,32,29,13,6,5,678
Assam,Baksa,Tamulpur,2019,46,25,67,15,33,1,20,31,8,11,0,18,28,2,10,6,8,17,33,19,23,7,7,15,13,66,0,6,14,1,4,554
Assam,Nalbari,Nalbari,2019,18,16,17,66,31,22,23,57,0,32,11,10,10,14,6,19,16,7,78,14,13,14,26,11,3,51,39,0,11,15,20,670
Assam,Nalbari,Barkhetry,2019,40,13,69,45,34,39,19,71,1,50,9,15,11,5,14,25,19,10,55,35,28,12,17,9,2,42,5,27,12,12,6,751
Assam,Nalbari,Dharmapur,2019,37,25,63,50,18,28,10,22,3,16,3,2,25,18,3,19,9,15,58,15,21,13,19,2,12,16,34,2,0,11,17,586
Assam,Baksa,Barama,2019,1,16,19,71,0,15,18,14,11,18,19,2,4,20,2,45,10,7,40,35,22,12,16,0,4,21,35,28,8,15,18,546
Assam,Baksa,Chapaguri,2019,42,5,76,84,7,9,11,58,5,30,0,3,7,18,3,59,16,3,63,0,6,11,7,20,10,11,27,14,13,14,15,647
Assam,Udalguri,Panery,2019,56,23,10,50,25,36,22,9,13,44,21,5,27,15,9,20,2,18,17,21,23,4,20,3,5,9,13,14,15,6,6,561
Assam,Darrang,Kalaigaon,2019,59,2,20,73,8,22,24,58,17,21,17,6,25,1,15,10,14,8,66,1,8,12,11,7,9,33,3,4,14,3,10,581
Assam,Darrang,Sipajhar,2019,18,20,75,28,9,43,1,39,6,33,24,3,12,17,15,14,3,5,58,36,13,5,6,7,14,30,32,9,0,0,16,591
Assam,Darrang,Mangaldoi,2019,11,24,6,29,25,0,13,9,20,12,14,9,18,18,0,12,9,16,95,17,29,14,4,10,0,11,38,8,11,15,14,511
Assam,Darrang,Dalgaon,2019,1,8,57,80,23,37,10,56,17,11,14,7,14,19,3,17,18,17,5,37,4,1,5,13,9,7,16,2,1,11,1,521
Assam,Udalguri,Udalguri,2019,31,1,60,62,17,39,12,40,12,26,24,3,13,8,6,18,14,18,91,40,22,9,16,9,13,57,28,15,2,10,20,736
